  8.6836040e-001  4.2610141e-002  1.0267682e-002  6.7820970e-001  4.7089583e-003  3.1422465e-001  1.4133543e-001  8.9513023e-002  8.3999345e-001  0.0000000e+000  4.8501897e-001  5.3749321e-001  4.8588193e-001  4.9407993e-001
  8.6847986e-001  4.2270661e-002  9.9581690e-003  6.7904643e-001  4.4317197e-003  3.0445491e-001  1.3368106e-001  7.6136651e-002  8.3922628e-001  1.3444456e-004  4.9519129e-001  5.6503926e-001  5.2250936e-001  5.2112598e-001
  8.6862263e-001  4.1070514e-002  8.9370482e-003  6.8013857e-001  3.5573696e-003  3.0452661e-001  1.2993400e-001  6.9521345e-002  8.3807527e-001  1.5265905e-003  5.0535963e-001  5.9126447e-001  5.5779932e-001  5.4726502e-001
  8.6880815e-001  3.9138805e-002  7.2000880e-003  6.8172006e-001  2.0907507e-003  3.3822489e-001  1.3204359e-001  8.3786819e-002  8.3622764e-001  3.5722285e-003  5.1552000e-001  6.1370160e-001  5.9058315e-001  5.7168308e-001
  8.6924802e-001  3.6497942e-002  4.7606467e-003  6.8388315e-001  7.8229948e-005  3.4079340e-001  1.3037866e-001  8.5828974e-002  8.3355329e-001  6.2172017e-003  5.2566843e-001  6.2801303e-001  6.2000541e-001  5.9374226e-001
  8.7483538e-001  3.7929530e-002  5.5983427e-003  6.8763842e-001  2.1788767e-003  3.8194592e-001  1.3058141e-001  9.3014042e-002  8.2557579e-001  9.0601846e-003  5.3580095e-001  6.4444474e-001  6.4562312e-001  6.1304490e-001
  8.8073833e-001  3.9139642e-002  6.0318486e-003  6.9164800e-001  3.9926944e-003  4.5168348e-001  1.2988821e-001  1.5336356e-001  8.1662958e-001  1.1587509e-002  5.4591358e-001  6.5543358e-001  6.6744554e-001  6.2947194e-001
  8.8686134e-001  3.9736803e-002  5.8494856e-003  6.9599183e-001  5.2379308e-003  4.4437010e-001  1.3751969e-001  1.4605902e-001  8.0646765e-001  1.4155984e-002  5.5600238e-001  6.7117708e-001  6.8590913e-001  6.4319141e-001
  8.8644297e-001  3.8658545e-002  5.7052508e-003  7.0306968e-001  5.4520638e-003  4.3735578e-001  1.3116012e-001  1.3723614e-001  7.9910874e-001  2.1847340e-002  5.6606338e-001  6.8232522e-001  7.0179191e-001  6.5463617e-001
  8.8031616e-001  3.5744638e-002  5.7448959e-003  7.1290373e-001  4.6455604e-003  4.7596816e-001  1.3010139e-001  1.5146946e-001  7.9363127e-001  3.5948448e-002  5.7609266e-001  6.9751909e-001  7.1607990e-001  6.6445318e-001
  8.7553258e-001  3.3624873e-002  5.3703346e-003  7.1496765e-001  3.3449212e-003  4.9024521e-001  1.2861630e-001  1.5773377e-001  7.9538732e-001  4.1555909e-002  5.8608629e-001  7.0858224e-001  7.2980599e-001  6.7342998e-001
  8.7156703e-001  3.1631282e-002  4.3833838e-003  7.1363413e-001  1.4923654e-003  4.7716508e-001  1.3395579e-001  1.4984679e-001  8.0015589e-001  4.2694032e-002  5.9604035e-001  7.2277124e-001  7.4388498e-001  6.8240609e-001
  8.6918301e-001  3.0199945e-002  3.6765266e-003  7.1333584e-001  3.3256851e-004  4.6401290e-001  1.3221226e-001  1.4138070e-001  8.0224068e-001  4.4445683e-002  6.0595095e-001  7.2999940e-001  7.5896939e-001  6.9217905e-001
  8.7074985e-001  3.2230376e-002  5.4187744e-003  7.1425098e-001  2.2708710e-003  4.4618417e-001  1.3008307e-001  1.3872028e-001  8.0028570e-001  4.4445683e-002  6.1581422e-001  7.4153445e-001  7.7534742e-001  7.0341500e-001
  8.7227145e-001  3.3472277e-002  6.4659898e-003  7.1576251e-001  3.6103059e-003  4.1913080e-001  1.2861630e-001  1.0934337e-001  7.9735033e-001  4.5214079e-002  6.2562629e-001  7.5263262e-001  7.9289811e-001  7.1657367e-001
  8.7394229e-001  3.3945398e-002  6.7367960e-003  7.1792429e-001  4.3337030e-003  3.8504068e-001  1.2889485e-001  8.6615715e-002  7.9375506e-001  4.6568151e-002  6.3538333e-001  7.6319691e-001  8.1111020e-001  7.3185566e-001
  8.7643853e-001  3.4705219e-002  6.4661468e-003  7.1541502e-001  4.4609318e-003  3.8679834e-001  1.2967046e-001  8.5604338e-002  7.9429289e-001  4.2259764e-002  6.4508152e-001  7.7315411e-001  8.2916182e-001  7.4917780e-001
  8.7906479e-001  3.4818280e-002  5.4772945e-003  7.1323905e-001  4.0606006e-003  3.8811913e-001  1.2937945e-001  8.4308590e-002  7.9403547e-001  3.7912247e-002  6.5471707e-001  7.8316141e-001  8.4604910e-001  7.6817917e-001
  8.8189373e-001  3.4147345e-002  3.7010090e-003  7.1189262e-001  3.0479188e-003  3.9388402e-001  1.2861630e-001  8.8415620e-002  7.9325964e-001  3.4510608e-002  6.6428621e-001  7.9394425e-001  8.6074427e-001  7.8825725e-001
  8.8513059e-001  3.3520175e-002  2.3171839e-003  7.1308693e-001  2.5125559e-003  4.1339938e-001  1.2920876e-001  9.5236159e-002  7.8941680e-001  3.4278370e-002  6.7378520e-001  8.0166731e-001  8.7235989e-001  8.0863017e-001
  8.8513059e-001  3.4384006e-002  2.7967963e-003  7.1027389e-001  2.9109989e-003  4.0710315e-001  1.2861630e-001  9.1690471e-002  7.9240037e-001  3.1464937e-002  6.8321033e-001  8.1325309e-001  8.8029426e-001  8.2841853e-001
  8.8538011e-001  3.4578663e-002  2.7150642e-003  7.0826177e-001  2.7572174e-003  4.2159159e-001  1.2879157e-001  9.6626359e-002  7.9443089e-001  2.9144260e-002  6.9255792e-001  8.2253726e-001  8.8433645e-001  8.4673790e-001
  8.8557834e-001  3.4082103e-002  1.9480048e-003  7.0727553e-001  2.0570547e-003  4.1712914e-001  1.2902179e-001  9.5844214e-002  7.9541814e-001  2.7424848e-002  7.0182431e-001  8.3827258e-001  8.8471485e-001  8.6279212e-001
